Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,MAE,MFE,ETD,Bars,
1089,NQ JUN25,Backtest,Orb,Short,1,10259.75,10105.00,4/7/2020 9:16:00 AM,4/7/2020 4:00:00 PM,ORB_Short,Exit on session close,$3095.00,$40025.00,$0.00,$2105.00,$3255.00,$160.00,381,
1090,NQ JUN25,Backtest,Orb,Short,1,10166.00,10239.50,4/8/2020 9:07:00 AM,4/8/2020 9:59:00 AM,ORB_Short,Stop loss,($1470.00),$38555.00,$0.00,$1470.00,$290.00,$1760.00,53,
1091,NQ JUN25,Backtest,Orb,Short,1,10339.00,10345.75,4/9/2020 9:12:00 AM,4/9/2020 4:00:00 PM,ORB_Short,Exit on session close,($135.00),$38420.00,$0.00,$1025.00,$1595.00,$1730.00,394,
1092,NQ JUN25,Backtest,Orb,Short,1,10279.50,10320.50,4/13/2020 9:27:00 AM,4/13/2020 10:48:00 AM,ORB_Short,Stop loss,($820.00),$37600.00,$0.00,$820.00,$625.00,$1445.00,82,
1093,NQ JUN25,Backtest,Orb,Long,1,10708.75,10810.25,4/14/2020 9:18:00 AM,4/14/2020 4:00:00 PM,ORB_Long,Exit on session close,$2030.00,$39630.00,$0.00,$1160.00,$2165.00,$135.00,388,
1094,NQ JUN25,Backtest,Orb,Short,1,10730.00,10801.50,4/16/2020 9:04:00 AM,4/16/2020 9:45:00 AM,ORB_Short,Stop loss,($1430.00),$38200.00,$0.00,$1430.00,$625.00,$2055.00,42,
1095,NQ JUN25,Backtest,Orb,Long,1,10887.75,10817.00,4/20/2020 9:26:00 AM,4/20/2020 3:00:00 PM,ORB_Long,Stop loss,($1415.00),$36785.00,$0.00,$1415.00,$1305.00,$2720.00,335,
1096,NQ JUN25,Backtest,Orb,Short,1,10718.50,10762.00,4/24/2020 8:48:00 AM,4/24/2020 9:36:00 AM,ORB_Short,Stop loss,($870.00),$35915.00,$0.00,$870.00,$570.00,$1440.00,49,
1097,NQ JUN25,Backtest,Orb,Short,1,10925.25,10805.75,4/28/2020 9:02:00 AM,4/28/2020 4:00:00 PM,ORB_Short,Exit on session close,$2390.00,$38305.00,$0.00,$345.00,$3275.00,$885.00,404,
1098,NQ JUN25,Backtest,Orb,Long,1,10952.25,10893.75,5/1/2020 9:02:00 AM,5/1/2020 10:25:00 AM,ORB_Long,Stop loss,($1170.00),$37135.00,$0.00,$1170.00,$675.00,$1845.00,84,
1099,NQ JUN25,Backtest,Orb,Long,1,10821.00,10916.00,5/4/2020 9:02:00 AM,5/4/2020 4:00:00 PM,ORB_Long,Exit on session close,$1900.00,$39035.00,$0.00,$305.00,$2280.00,$380.00,404,
1100,NQ JUN25,Backtest,Orb,Long,1,11072.25,11008.25,5/5/2020 9:02:00 AM,5/5/2020 2:38:00 PM,ORB_Long,Stop loss,($1280.00),$37755.00,$0.00,$1280.00,$1095.00,$2375.00,337,
1101,NQ JUN25,Backtest,Orb,Short,1,11081.75,11099.50,5/6/2020 8:59:00 AM,5/6/2020 9:02:00 AM,ORB_Short,Stop loss,($355.00),$37400.00,$0.00,$355.00,$70.00,$425.00,4,
1102,NQ JUN25,Backtest,Orb,Short,1,11150.25,11199.50,5/7/2020 9:14:00 AM,5/7/2020 10:45:00 AM,ORB_Short,Stop loss,($985.00),$36415.00,$0.00,$985.00,$260.00,$1245.00,92,
1103,NQ JUN25,Backtest,Orb,Long,1,11291.75,11263.50,5/8/2020 9:30:00 AM,5/8/2020 1:09:00 PM,ORB_Long,Stop loss,($565.00),$35850.00,$0.00,$565.00,$670.00,$1235.00,220,
1104,NQ JUN25,Backtest,Orb,Short,1,11390.25,11434.25,5/12/2020 9:17:00 AM,5/12/2020 10:23:00 AM,ORB_Short,Stop loss,($880.00),$34970.00,$0.00,$880.00,$165.00,$1045.00,67,
1105,NQ JUN25,Backtest,Orb,Short,1,10964.25,11048.75,5/14/2020 8:56:00 AM,5/14/2020 10:07:00 AM,ORB_Short,Stop loss,($1690.00),$33280.00,$0.00,$1690.00,$205.00,$1895.00,72,
1106,NQ JUN25,Backtest,Orb,Long,1,11142.50,11224.50,5/15/2020 9:12:00 AM,5/15/2020 4:00:00 PM,ORB_Long,Exit on session close,$1640.00,$34920.00,$0.00,$1795.00,$2260.00,$620.00,394,
1107,NQ JUN25,Backtest,Orb,Long,1,11399.25,11424.00,5/18/2020 9:27:00 AM,5/18/2020 4:00:00 PM,ORB_Long,Exit on session close,$495.00,$35415.00,$0.00,$80.00,$1385.00,$890.00,379,
1108,NQ JUN25,Backtest,Orb,Long,1,11490.75,11432.00,5/19/2020 9:03:00 AM,5/19/2020 2:51:00 PM,ORB_Long,Stop loss,($1175.00),$34240.00,$0.00,$1175.00,$655.00,$1830.00,349,
1109,NQ JUN25,Backtest,Orb,Long,1,11568.50,11601.00,5/20/2020 9:02:00 AM,5/20/2020 4:00:00 PM,ORB_Long,Exit on session close,$650.00,$34890.00,$0.00,$630.00,$730.00,$80.00,404,
1110,NQ JUN25,Backtest,Orb,Short,1,11546.75,11466.25,5/21/2020 9:06:00 AM,5/21/2020 4:00:00 PM,ORB_Short,Exit on session close,$1610.00,$36500.00,$0.00,$535.00,$1755.00,$145.00,400,
1111,NQ JUN25,Backtest,Orb,Long,1,11631.75,11637.50,5/25/2020 8:52:00 AM,5/25/2020 12:00:00 PM,ORB_Long,Exit on session close,$115.00,$36615.00,$0.00,$150.00,$235.00,$120.00,189,
1112,NQ JUN25,Backtest,Orb,Long,1,11567.75,11547.00,5/29/2020 8:47:00 AM,5/29/2020 9:08:00 AM,ORB_Long,Stop loss,($415.00),$36200.00,$0.00,$415.00,$445.00,$860.00,22,
1113,NQ JUN25,Backtest,Orb,Long,1,11678.75,11699.50,6/1/2020 9:07:00 AM,6/1/2020 4:00:00 PM,ORB_Long,Exit on session close,$415.00,$36615.00,$0.00,$725.00,$680.00,$265.00,399,
1114,NQ JUN25,Backtest,Orb,Long,1,11801.00,11774.00,6/3/2020 9:03:00 AM,6/3/2020 9:14:00 AM,ORB_Long,Stop loss,($540.00),$36075.00,$0.00,$540.00,$145.00,$685.00,12,
1115,NQ JUN25,Backtest,Orb,Long,1,11868.25,11914.75,6/5/2020 8:46:00 AM,6/5/2020 4:00:00 PM,ORB_Long,Exit on session close,$930.00,$37005.00,$0.00,$500.00,$1700.00,$770.00,420,
1116,NQ JUN25,Backtest,Orb,Long,1,12012.25,12068.75,6/9/2020 8:56:00 AM,6/9/2020 4:00:00 PM,ORB_Long,Exit on session close,$1130.00,$38135.00,$0.00,$595.00,$2000.00,$870.00,410,
1117,NQ JUN25,Backtest,Orb,Long,1,12162.75,12137.00,6/10/2020 9:16:00 AM,6/10/2020 9:31:00 AM,ORB_Long,Stop loss,($515.00),$37620.00,$0.00,$515.00,$260.00,$775.00,16,
1118,NQ JUN25,Backtest,Orb,Long,1,12068.25,12032.00,6/11/2020 9:14:00 AM,6/11/2020 9:55:00 AM,ORB_Long,Stop loss,($725.00),$36895.00,$0.00,$725.00,$500.00,$1225.00,42,
1119,NQ JUN25,Backtest,Orb,Long,1,12112.75,12091.00,6/16/2020 9:20:00 AM,6/16/2020 9:22:00 AM,ORB_Long,Stop loss,($435.00),$36460.00,$0.00,$435.00,$45.00,$480.00,3,
1120,NQ JUN25,Backtest,Orb,Short,1,12077.25,12136.75,6/17/2020 9:20:00 AM,6/17/2020 11:32:00 AM,ORB_Short,Stop loss,($1190.00),$35270.00,$0.00,$1190.00,$340.00,$1530.00,133,
1121,NQ JUN25,Backtest,Orb,Long,1,12164.25,12245.50,6/22/2020 9:05:00 AM,6/22/2020 4:00:00 PM,ORB_Long,Exit on session close,$1625.00,$36895.00,$0.00,$550.00,$1885.00,$260.00,402,
1122,NQ JUN25,Backtest,Orb,Short,1,12292.75,12314.75,6/23/2020 9:08:00 AM,6/23/2020 9:11:00 AM,ORB_Short,Stop loss,($440.00),$36455.00,$0.00,$440.00,$5.00,$445.00,4,
1123,NQ JUN25,Backtest,Orb,Short,1,12253.75,12135.75,6/24/2020 8:54:00 AM,6/24/2020 10:15:00 AM,ORB_Short,Profit target,$2360.00,$38815.00,$0.00,$235.00,$2360.00,$0.00,82,
1124,NQ JUN25,Backtest,Orb,Short,1,12129.50,11968.75,6/26/2020 8:46:00 AM,6/26/2020 4:00:00 PM,ORB_Short,Exit on session close,$3215.00,$42030.00,$0.00,$355.00,$3625.00,$410.00,420,
1125,NQ JUN25,Backtest,Orb,Short,1,12469.50,12437.75,7/3/2020 9:24:00 AM,7/3/2020 9:36:00 AM,ORB_Short,Profit target,$635.00,$42665.00,$0.00,$30.00,$635.00,$0.00,13,
1126,NQ JUN25,Backtest,Orb,Long,1,12632.00,12721.75,7/6/2020 8:57:00 AM,7/6/2020 4:00:00 PM,ORB_Long,Exit on session close,$1795.00,$44460.00,$0.00,$10.00,$2130.00,$335.00,409,
1127,NQ JUN25,Backtest,Orb,Long,1,12768.75,12693.25,7/7/2020 9:14:00 AM,7/7/2020 1:40:00 PM,ORB_Long,Stop loss,($1510.00),$42950.00,$0.00,$1510.00,$995.00,$2505.00,267,
1128,NQ JUN25,Backtest,Orb,Short,1,12830.25,12746.50,7/9/2020 9:17:00 AM,7/9/2020 9:57:00 AM,ORB_Short,Profit target,$1675.00,$44625.00,$0.00,$365.00,$1675.00,$0.00,41,
1129,NQ JUN25,Backtest,Orb,Short,1,12766.50,12869.25,7/10/2020 9:02:00 AM,7/10/2020 10:42:00 AM,ORB_Short,Stop loss,($2055.00),$42570.00,$0.00,$2055.00,$340.00,$2395.00,101,
1130,NQ JUN25,Backtest,Orb,Short,1,12534.00,12620.00,7/14/2020 8:54:00 AM,7/14/2020 9:31:00 AM,ORB_Short,Stop loss,($1720.00),$40850.00,$0.00,$1720.00,$1025.00,$2745.00,38,
1131,NQ JUN25,Backtest,Orb,Short,1,12826.50,12857.50,7/15/2020 9:18:00 AM,7/15/2020 9:23:00 AM,ORB_Short,Stop loss,($620.00),$40230.00,$0.00,$620.00,$210.00,$830.00,6,
1132,NQ JUN25,Backtest,Orb,Short,1,12709.00,12782.25,7/17/2020 8:46:00 AM,7/17/2020 1:54:00 PM,ORB_Short,Stop loss,($1465.00),$38765.00,$0.00,$1465.00,$950.00,$2415.00,309,
1133,NQ JUN25,Backtest,Orb,Long,1,12808.25,12877.50,7/20/2020 8:56:00 AM,7/20/2020 9:24:00 AM,ORB_Long,Profit target,$1385.00,$40150.00,$0.00,$275.00,$1385.00,$0.00,29,
1134,NQ JUN25,Backtest,Orb,Short,1,13023.25,12969.50,7/21/2020 9:12:00 AM,7/21/2020 4:00:00 PM,ORB_Short,Exit on session close,$1075.00,$41225.00,$0.00,$1010.00,$2290.00,$1215.00,394,
1135,NQ JUN25,Backtest,Orb,Long,1,13008.25,12960.00,7/22/2020 8:55:00 AM,7/22/2020 9:42:00 AM,ORB_Long,Stop loss,($965.00),$40260.00,$0.00,$965.00,$300.00,$1265.00,48,
1136,NQ JUN25,Backtest,Orb,Short,1,12954.75,12871.00,7/23/2020 9:05:00 AM,7/23/2020 11:08:00 AM,ORB_Short,Profit target,$1675.00,$41935.00,$0.00,$305.00,$1675.00,$0.00,124,
1137,NQ JUN25,Backtest,Orb,Long,1,12574.75,12534.25,7/24/2020 9:27:00 AM,7/24/2020 9:33:00 AM,ORB_Long,Stop loss,($810.00),$41125.00,$0.00,$810.00,$165.00,$975.00,7,
1138,NQ JUN25,Backtest,Orb,Long,1,12744.50,12712.50,7/29/2020 9:04:00 AM,7/29/2020 11:10:00 AM,ORB_Long,Stop loss,($640.00),$40485.00,$0.00,$640.00,$495.00,$1135.00,127,
1139,NQ JUN25,Backtest,Orb,Short,1,12662.25,12695.75,7/30/2020 9:02:00 AM,7/30/2020 9:09:00 AM,ORB_Short,Stop loss,($670.00),$39815.00,$0.00,$670.00,$190.00,$860.00,8,
1140,NQ JUN25,Backtest,Orb,Short,1,12882.00,13033.25,7/31/2020 9:12:00 AM,7/31/2020 3:02:00 PM,ORB_Short,Stop loss,($3025.00),$36790.00,$0.00,$3025.00,$1340.00,$4365.00,351,
1141,NQ JUN25,Backtest,Orb,Long,1,13199.50,13125.00,8/4/2020 9:10:00 AM,8/4/2020 1:32:00 PM,ORB_Long,Stop loss,($1490.00),$35300.00,$0.00,$1490.00,$130.00,$1620.00,263,
1142,NQ JUN25,Backtest,Orb,Long,1,13244.75,13219.25,8/5/2020 9:13:00 AM,8/5/2020 9:39:00 AM,ORB_Long,Stop loss,($510.00),$34790.00,$0.00,$510.00,$135.00,$645.00,27,
1143,NQ JUN25,Backtest,Orb,Long,1,13252.00,13212.75,8/6/2020 9:13:00 AM,8/6/2020 9:51:00 AM,ORB_Long,Stop loss,($785.00),$34005.00,$0.00,$785.00,$380.00,$1165.00,39,
1144,NQ JUN25,Backtest,Orb,Short,1,13203.00,13203.50,8/10/2020 9:03:00 AM,8/10/2020 4:00:00 PM,ORB_Short,Exit on session close,($10.00),$33995.00,$0.00,$470.00,$3015.00,$3025.00,403,
1145,NQ JUN25,Backtest,Orb,Long,1,13148.00,13240.50,8/12/2020 8:50:00 AM,8/12/2020 4:00:00 PM,ORB_Long,Exit on session close,$1850.00,$35845.00,$0.00,$140.00,$3235.00,$1385.00,416,
1146,NQ JUN25,Backtest,Orb,Long,1,13349.75,13292.50,8/13/2020 9:31:00 AM,8/13/2020 1:17:00 PM,ORB_Long,Stop loss,($1145.00),$34700.00,$0.00,$1145.00,$805.00,$1950.00,227,
1147,NQ JUN25,Backtest,Orb,Short,1,13258.25,13271.25,8/14/2020 9:15:00 AM,8/14/2020 4:00:00 PM,ORB_Short,Exit on session close,($260.00),$34440.00,$0.00,$890.00,$765.00,$1025.00,391,
1148,NQ JUN25,Backtest,Orb,Long,1,13399.00,13411.00,8/17/2020 9:03:00 AM,8/17/2020 4:00:00 PM,ORB_Long,Exit on session close,$240.00,$34680.00,$0.00,$745.00,$510.00,$270.00,403,
1149,NQ JUN25,Backtest,Orb,Short,1,13445.00,13402.00,8/18/2020 9:09:00 AM,8/18/2020 9:30:00 AM,ORB_Short,Profit target,$860.00,$35540.00,$0.00,$280.00,$860.00,$0.00,22,
1150,NQ JUN25,Backtest,Orb,Short,1,13476.25,13518.75,8/19/2020 8:48:00 AM,8/19/2020 9:25:00 AM,ORB_Short,Stop loss,($850.00),$34690.00,$0.00,$850.00,$395.00,$1245.00,38,
1151,NQ JUN25,Backtest,Orb,Long,1,13474.50,13604.00,8/20/2020 8:47:00 AM,8/20/2020 4:00:00 PM,ORB_Long,Exit on session close,$2590.00,$37280.00,$0.00,$165.00,$2920.00,$330.00,419,
1152,NQ JUN25,Backtest,Orb,Long,1,13638.00,13685.75,8/21/2020 9:27:00 AM,8/21/2020 4:00:00 PM,ORB_Long,Exit on session close,$955.00,$38235.00,$0.00,$555.00,$1190.00,$235.00,379,
1153,NQ JUN25,Backtest,Orb,Short,1,13779.00,13668.50,8/24/2020 8:55:00 AM,8/24/2020 9:54:00 AM,ORB_Short,Profit target,$2210.00,$40445.00,$0.00,$225.00,$2210.00,$0.00,60,
1154,NQ JUN25,Backtest,Orb,Long,1,13746.25,13853.50,8/25/2020 9:23:00 AM,8/25/2020 3:32:00 PM,ORB_Long,Profit target,$2145.00,$42590.00,$0.00,$495.00,$2145.00,$0.00,355,
1155,NQ JUN25,Backtest,Orb,Long,1,13902.25,13946.25,8/26/2020 9:03:00 AM,8/26/2020 9:40:00 AM,ORB_Long,Profit target,$880.00,$43470.00,$0.00,$145.00,$880.00,$0.00,38,
1156,NQ JUN25,Backtest,Orb,Long,1,14345.50,14452.25,9/1/2020 9:02:00 AM,9/1/2020 4:00:00 PM,ORB_Long,Exit on session close,$2135.00,$45605.00,$0.00,$430.00,$2145.00,$10.00,404,
1157,NQ JUN25,Backtest,Orb,Short,1,14406.00,14532.50,9/2/2020 8:58:00 AM,9/2/2020 4:00:00 PM,ORB_Short,Exit on session close,($2530.00),$43075.00,$0.00,$3080.00,$2195.00,$4725.00,408,
1158,NQ JUN25,Backtest,Orb,Short,1,14249.50,13918.25,9/3/2020 9:17:00 AM,9/3/2020 10:20:00 AM,ORB_Short,Profit target,$6625.00,$49700.00,$0.00,$85.00,$6625.00,$0.00,64,
1159,NQ JUN25,Backtest,Orb,Short,1,13709.25,13662.25,9/4/2020 8:49:00 AM,9/4/2020 4:00:00 PM,ORB_Short,Exit on session close,$940.00,$50640.00,$0.00,$3320.00,$8865.00,$7925.00,417,
1160,NQ JUN25,Backtest,Orb,Long,1,13586.00,13625.25,9/7/2020 9:22:00 AM,9/7/2020 12:00:00 PM,ORB_Long,Exit on session close,$785.00,$51425.00,$0.00,$40.00,$1320.00,$535.00,159,
1161,NQ JUN25,Backtest,Orb,Long,1,13447.50,13494.25,9/9/2020 9:27:00 AM,9/9/2020 4:00:00 PM,ORB_Long,Exit on session close,$935.00,$52360.00,$0.00,$230.00,$3105.00,$2170.00,379,
1162,NQ JUN25,Backtest,Orb,Short,1,13532.75,13558.25,9/15/2020 9:26:00 AM,9/15/2020 9:30:00 AM,ORB_Short,Stop loss,($510.00),$51850.00,$0.00,$510.00,$35.00,$545.00,5,
1163,NQ JUN25,Backtest,Orb,Short,1,13559.25,13445.75,9/16/2020 9:17:00 AM,9/16/2020 12:41:00 PM,ORB_Short,Profit target,$2270.00,$54120.00,$0.00,$190.00,$2270.00,$0.00,205,
1164,NQ JUN25,Backtest,Orb,Long,1,13184.50,13203.25,9/17/2020 9:04:00 AM,9/17/2020 4:00:00 PM,ORB_Long,Exit on session close,$375.00,$54495.00,$0.00,$2705.00,$2005.00,$1630.00,402,
1165,NQ JUN25,Backtest,Orb,Short,1,13211.25,13008.75,9/18/2020 9:21:00 AM,9/18/2020 11:32:00 AM,ORB_Short,Profit target,$4050.00,$58545.00,$0.00,$75.00,$4050.00,$0.00,132,
1166,NQ JUN25,Backtest,Orb,Long,1,12910.50,12881.00,9/21/2020 8:57:00 AM,9/21/2020 9:05:00 AM,ORB_Long,Stop loss,($590.00),$57955.00,$0.00,$590.00,$995.00,$1585.00,9,
1167,NQ JUN25,Backtest,Orb,Short,1,13226.25,13051.00,9/23/2020 9:02:00 AM,9/23/2020 1:16:00 PM,ORB_Short,Profit target,$3505.00,$61460.00,$0.00,$280.00,$3505.00,$0.00,255,
1168,NQ JUN25,Backtest,Orb,Short,1,12972.50,13059.75,9/25/2020 8:49:00 AM,9/25/2020 9:23:00 AM,ORB_Short,Stop loss,($1745.00),$59715.00,$0.00,$1745.00,$135.00,$1880.00,35,
1169,NQ JUN25,Backtest,Orb,Short,1,13427.25,13487.50,9/28/2020 9:17:00 AM,9/28/2020 2:48:00 PM,ORB_Short,Stop loss,($1205.00),$58510.00,$0.00,$1205.00,$1315.00,$2520.00,332,
1170,NQ JUN25,Backtest,Orb,Long,1,13516.25,13492.50,9/30/2020 8:53:00 AM,9/30/2020 4:00:00 PM,ORB_Long,Exit on session close,($475.00),$58035.00,$0.00,$905.00,$2900.00,$3375.00,413,
1171,NQ JUN25,Backtest,Orb,Short,1,13628.25,13694.75,10/1/2020 9:13:00 AM,10/1/2020 12:10:00 PM,ORB_Short,Stop loss,($1330.00),$56705.00,$0.00,$1330.00,$380.00,$1710.00,178,
1172,NQ JUN25,Backtest,Orb,Long,1,13543.00,13604.50,10/5/2020 9:15:00 AM,10/5/2020 4:00:00 PM,ORB_Long,Exit on session close,$1230.00,$57935.00,$0.00,$410.00,$1795.00,$565.00,391,
1173,NQ JUN25,Backtest,Orb,Long,1,13615.00,13576.25,10/6/2020 9:05:00 AM,10/6/2020 9:45:00 AM,ORB_Long,Stop loss,($775.00),$57160.00,$0.00,$775.00,$380.00,$1155.00,41,
1174,NQ JUN25,Backtest,Orb,Short,1,13631.50,13695.00,10/8/2020 9:27:00 AM,10/8/2020 4:00:00 PM,ORB_Short,Exit on session close,($1270.00),$55890.00,$0.00,$1460.00,$65.00,$1335.00,379,
1175,NQ JUN25,Backtest,Orb,Long,1,13757.00,13812.75,10/9/2020 8:55:00 AM,10/9/2020 10:45:00 AM,ORB_Long,Profit target,$1115.00,$57005.00,$0.00,$180.00,$1115.00,$0.00,111,
1176,NQ JUN25,Backtest,Orb,Short,1,14221.50,14106.50,10/14/2020 9:21:00 AM,10/14/2020 10:59:00 AM,ORB_Short,Profit target,$2300.00,$59305.00,$0.00,$360.00,$2300.00,$0.00,99,
1177,NQ JUN25,Backtest,Orb,Long,1,14127.25,14079.25,10/16/2020 9:05:00 AM,10/16/2020 10:06:00 AM,ORB_Long,Stop loss,($960.00),$58345.00,$0.00,$960.00,$600.00,$1560.00,62,
1178,NQ JUN25,Backtest,Orb,Short,1,13842.00,13873.50,10/19/2020 8:51:00 AM,10/19/2020 2:57:00 PM,ORB_Short,Stop loss,($630.00),$57715.00,$0.00,$630.00,$795.00,$1425.00,367,
1179,NQ JUN25,Backtest,Orb,Short,1,13854.50,13868.25,10/20/2020 9:13:00 AM,10/20/2020 9:36:00 AM,ORB_Short,Stop loss,($275.00),$57440.00,$0.00,$275.00,$255.00,$530.00,24,
1180,NQ JUN25,Backtest,Orb,Long,1,13769.25,13752.00,10/21/2020 9:02:00 AM,10/21/2020 9:15:00 AM,ORB_Long,Stop loss,($345.00),$57095.00,$0.00,$345.00,$40.00,$385.00,14,
1181,NQ JUN25,Backtest,Orb,Long,1,13805.75,13705.25,10/26/2020 9:08:00 AM,10/26/2020 9:50:00 AM,ORB_Long,Stop loss,($2010.00),$55085.00,$0.00,$2010.00,$285.00,$2295.00,43,
1182,NQ JUN25,Backtest,Orb,Long,1,13704.00,13662.00,10/27/2020 8:47:00 AM,10/27/2020 8:50:00 AM,ORB_Long,Stop loss,($840.00),$54245.00,$0.00,$840.00,$185.00,$1025.00,4,
1183,NQ JUN25,Backtest,Orb,Short,1,13352.25,13313.00,10/28/2020 9:29:00 AM,10/28/2020 4:00:00 PM,ORB_Short,Exit on session close,$785.00,$55030.00,$0.00,$1140.00,$1865.00,$1080.00,377,
1184,NQ JUN25,Backtest,Orb,Long,1,13397.25,13380.00,10/29/2020 8:57:00 AM,10/29/2020 4:00:00 PM,ORB_Long,Exit on session close,($345.00),$54685.00,$0.00,$840.00,$3915.00,$4260.00,409,
1185,NQ JUN25,Backtest,Orb,Short,1,13312.75,13116.00,10/30/2020 8:46:00 AM,10/30/2020 10:42:00 AM,ORB_Short,Profit target,$3935.00,$58620.00,$0.00,$250.00,$3935.00,$0.00,117,
1186,NQ JUN25,Backtest,Orb,Long,1,13303.50,13255.25,11/2/2020 9:02:00 AM,11/2/2020 9:40:00 AM,ORB_Long,Stop loss,($965.00),$57655.00,$0.00,$965.00,$815.00,$1780.00,39,
1187,NQ JUN25,Backtest,Orb,Long,1,13370.00,13382.75,11/3/2020 9:05:00 AM,11/3/2020 4:00:00 PM,ORB_Long,Exit on session close,$255.00,$57910.00,$0.00,$420.00,$2245.00,$1990.00,401,
1188,NQ JUN25,Backtest,Orb,Long,1,13824.75,13949.25,11/4/2020 9:06:00 AM,11/4/2020 4:00:00 PM,ORB_Long,Exit on session close,$2490.00,$60400.00,$0.00,$130.00,$3085.00,$595.00,400,
1189,NQ JUN25,Backtest,Orb,Long,1,14239.50,14153.50,11/5/2020 9:12:00 AM,11/5/2020 9:31:00 AM,ORB_Long,Stop loss,($1720.00),$58680.00,$0.00,$1720.00,$25.00,$1745.00,20,
1190,NQ JUN25,Backtest,Orb,Short,1,13726.00,13830.25,11/10/2020 9:24:00 AM,11/10/2020 10:43:00 AM,ORB_Short,Stop loss,($2085.00),$56595.00,$0.00,$2085.00,$1750.00,$3835.00,80,
1191,NQ JUN25,Backtest,Orb,Long,1,13956.00,14028.25,11/11/2020 8:46:00 AM,11/11/2020 4:00:00 PM,ORB_Long,Exit on session close,$1445.00,$58040.00,$0.00,$985.00,$1940.00,$495.00,420,
1192,NQ JUN25,Backtest,Orb,Long,1,14092.75,14037.25,11/12/2020 9:15:00 AM,11/12/2020 10:17:00 AM,ORB_Long,Stop loss,($1110.00),$56930.00,$0.00,$1110.00,$365.00,$1475.00,63,
1193,NQ JUN25,Backtest,Orb,Short,1,14004.75,14038.50,11/13/2020 9:02:00 AM,11/13/2020 12:01:00 PM,ORB_Short,Stop loss,($675.00),$56255.00,$0.00,$675.00,$1355.00,$2030.00,180,
1194,NQ JUN25,Backtest,Orb,Long,1,14138.25,14176.75,11/16/2020 9:27:00 AM,11/16/2020 4:00:00 PM,ORB_Long,Exit on session close,$770.00,$57025.00,$0.00,$1455.00,$795.00,$25.00,379,
1195,NQ JUN25,Backtest,Orb,Short,1,14073.00,14099.00,11/18/2020 8:54:00 AM,11/18/2020 9:22:00 AM,ORB_Short,Stop loss,($520.00),$56505.00,$0.00,$520.00,$550.00,$1070.00,29,
1196,NQ JUN25,Backtest,Orb,Long,1,14126.25,14078.75,11/23/2020 8:47:00 AM,11/23/2020 9:07:00 AM,ORB_Long,Stop loss,($950.00),$55555.00,$0.00,$950.00,$185.00,$1135.00,21,
1197,NQ JUN25,Backtest,Orb,Short,1,14040.75,14097.25,11/24/2020 9:17:00 AM,11/24/2020 9:42:00 AM,ORB_Short,Stop loss,($1130.00),$54425.00,$0.00,$1130.00,$80.00,$1210.00,26,
1198,NQ JUN25,Backtest,Orb,Short,1,14326.00,14301.00,11/26/2020 9:09:00 AM,11/26/2020 11:24:00 AM,ORB_Short,Profit target,$500.00,$54925.00,$0.00,$175.00,$500.00,$0.00,136,
1199,NQ JUN25,Backtest,Orb,Long,1,14390.25,14408.50,11/27/2020 9:02:00 AM,11/27/2020 12:15:00 PM,ORB_Long,Exit on session close,$365.00,$55290.00,$0.00,$455.00,$1050.00,$685.00,194,
1200,NQ JUN25,Backtest,Orb,Short,1,14348.75,14426.75,11/30/2020 9:30:00 AM,11/30/2020 2:00:00 PM,ORB_Short,Stop loss,($1560.00),$53730.00,$0.00,$1560.00,$2550.00,$4110.00,271,
1201,NQ JUN25,Backtest,Orb,Long,1,14540.00,14505.00,12/1/2020 9:03:00 AM,12/1/2020 9:38:00 AM,ORB_Long,Stop loss,($700.00),$53030.00,$0.00,$700.00,$555.00,$1255.00,36,
1202,NQ JUN25,Backtest,Orb,Short,1,14457.25,14531.75,12/2/2020 8:46:00 AM,12/2/2020 9:13:00 AM,ORB_Short,Stop loss,($1490.00),$51540.00,$0.00,$1490.00,$190.00,$1680.00,28,
1203,NQ JUN25,Backtest,Orb,Long,1,14648.00,14598.25,12/3/2020 9:05:00 AM,12/3/2020 10:10:00 AM,ORB_Long,Stop loss,($995.00),$50545.00,$0.00,$995.00,$550.00,$1545.00,66,
1204,NQ JUN25,Backtest,Orb,Long,1,14651.00,14609.50,12/4/2020 9:08:00 AM,12/4/2020 9:30:00 AM,ORB_Long,Stop loss,($830.00),$49715.00,$0.00,$830.00,$60.00,$890.00,23,
1205,NQ JUN25,Backtest,Orb,Short,1,14718.00,14573.25,12/9/2020 9:13:00 AM,12/9/2020 12:28:00 PM,ORB_Short,Profit target,$2895.00,$52610.00,$0.00,$795.00,$2895.00,$0.00,196,
1206,NQ JUN25,Backtest,Orb,Long,1,14495.25,14525.50,12/10/2020 8:52:00 AM,12/10/2020 3:57:00 PM,ORB_Long,Exit on session close,$605.00,$53215.00,$0.00,$200.00,$1770.00,$1165.00,407,
1207,NQ JUN25,Backtest,Orb,Short,1,14432.25,14468.75,12/11/2020 8:47:00 AM,12/11/2020 9:02:00 AM,ORB_Short,Stop loss,($730.00),$52485.00,$0.00,$730.00,$215.00,$945.00,16,
